roi_number,Area,B180,B90,Bflip,Biovolume,BoundingBox_xwidth,BoundingBox_ywidth,ConvexArea,ConvexPerimeter,Eccentricity,EquivDiameter,Extent,H180,H90,Hflip,MajorAxisLength,MinorAxisLength,Orientation,Perimeter,RWcenter2total_powerratio,RWhalfpowerintegral,RepresentativeWidth,RotatedBoundingBox_xwidth,RotatedBoundingBox_ywidth,Solidity,SurfaceArea,maxFeretDiameter,minFeretDiameter,moment_invariant1,moment_invariant2,moment_invariant3,moment_invariant4,moment_invariant5,moment_invariant6,moment_invariant7,numBlobs,shapehist_kurtosis_normEqD,shapehist_mean_normEqD,shapehist_median_normEqD,shapehist_skewness_normEqD,summedArea,summedBiovolume,summedConvexArea,summedConvexPerimeter,summedMajorAxisLength,summedMinorAxisLength,summedPerimeter,summedSurfaceArea,texture_average_contrast,texture_average_gray_level,texture_entropy,texture_smoothness,texture_third_moment,texture_uniformity,Wedge01,Wedge02,Wedge03,Wedge04,Wedge05,Wedge06,Wedge07,Wedge08,Wedge09,Wedge10,Wedge11,Wedge12,Wedge13,Wedge14,Wedge15,Wedge16,Wedge17,Wedge18,Wedge19,Wedge20,Wedge21,Wedge22,Wedge23,Wedge24,Wedge25,Wedge26,Wedge27,Wedge28,Wedge29,Wedge30,Wedge31,Wedge32,Wedge33,Wedge34,Wedge35,Wedge36,Wedge37,Wedge38,Wedge39,Wedge40,Wedge41,Wedge42,Wedge43,Wedge44,Wedge45,Wedge46,Wedge47,Wedge48,Ring01,Ring02,Ring03,Ring04,Ring05,Ring06,Ring07,Ring08,Ring09,Ring10,Ring11,Ring12,Ring13,Ring14,Ring15,Ring16,Ring17,Ring18,Ring19,Ring20,Ring21,Ring22,Ring23,Ring24,Ring25,Ring26,Ring27,Ring28,Ring29,Ring30,Ring31,Ring32,Ring33,Ring34,Ring35,Ring36,Ring37,Ring38,Ring39,Ring40,Ring41,Ring42,Ring43,Ring44,Ring45,Ring46,Ring47,Ring48,Ring49,Ring50,HOG01,HOG02,HOG03,HOG04,HOG05,HOG06,HOG07,HOG08,HOG09,HOG10,HOG11,HOG12,HOG13,HOG14,HOG15,HOG16,HOG17,HOG18,HOG19,HOG20,HOG21,HOG22,HOG23,HOG24,HOG25,HOG26,HOG27,HOG28,HOG29,HOG30,HOG31,HOG32,HOG33,HOG34,HOG35,HOG36,HOG37,HOG38,HOG39,HOG40,HOG41,HOG42,HOG43,HOG44,HOG45,HOG46,HOG47,HOG48,HOG49,HOG50,HOG51,HOG52,HOG53,HOG54,HOG55,HOG56,HOG57,HOG58,HOG59,HOG60,HOG61,HOG62,HOG63,HOG64,HOG65,HOG66,HOG67,HOG68,HOG69,HOG70,HOG71,HOG72,HOG73,HOG74,HOG75,HOG76,HOG77,HOG78,HOG79,HOG80,HOG81,Area_over_PerimeterSquared,Area_over_Perimeter,H90_over_Hflip,H90_over_H180,Hflip_over_H180,summedConvexPerimeter_over_Perimeter,rotated_BoundingBox_solidity
1,3256,0.878183,0.773243,0.886161,164580.054240,82,58,3662.863667,221.727335,0.704749,64.386862,0.684609,2.955133,5.915415,2.574720,78.045425,55.369851,77.564180,264.936075,0.914320,13793200.715840,58.196429,56,84,0.888922,18868.492647,84.477606,55.484169,0.175716,0.003370,0.000160,0.000010,0.000000,-0.000000,0.000000,1,2.003281,0.639860,0.684956,-0.196597,3256,164580.054240,3662.863667,221.727335,78.045425,55.369851,264.936075,18868.492647,61.791450,95.215602,6.949037,0.055462,1.982461,0.009275,0.009615,0.010971,0.008905,0.008724,0.007175,0.007630,0.007978,0.009838,0.013209,0.013914,0.019655,0.025785,0.021495,0.034195,0.030836,0.039837,0.037220,0.033750,0.030982,0.033601,0.033393,0.030523,0.035080,0.027903,0.044443,0.057370,0.050615,0.039725,0.031420,0.023423,0.019679,0.018279,0.014280,0.010692,0.012517,0.012468,0.008286,0.013834,0.011782,0.014357,0.015616,0.013547,0.011320,0.010551,0.008877,0.008507,0.008660,0.007537,6.693344,5.015392,1.444866,0.330525,0.275589,0.216086,0.136537,0.072327,0.057569,0.045815,0.044136,0.038691,0.035977,0.025365,0.022552,0.020222,0.020135,0.015946,0.015092,0.013514,0.012148,0.011760,0.011564,0.010239,0.008414,0.007487,0.007518,0.006988,0.007201,0.007088,0.006958,0.006874,0.006652,0.006071,0.005184,0.005295,0.005664,0.005824,0.005445,0.005624,0.004856,0.005105,0.005104,0.005251,0.004793,0.004706,0.004848,0.004725,0.004869,0.005401,0.132260,0.162569,0.734998,0.112206,0.422663,0.097681,0.377960,0.223550,0.149174,0.065973,0.181208,0.741630,0.110964,0.100219,0.174628,0.537891,0.248951,0.092951,0.219446,0.124262,0.809926,0.115887,0.147022,0.191368,0.327773,0.174400,0.266279,0.377839,0.389740,0.215117,0.168126,0.636487,0.180643,0.304386,0.174141,0.264714,0.290118,0.410708,0.343523,0.393654,0.261079,0.320991,0.453801,0.240743,0.197706,0.411704,0.182443,0.265794,0.456783,0.309739,0.310182,0.312627,0.229664,0.418667,0.289905,0.459837,0.278879,0.159292,0.703047,0.183094,0.196085,0.134526,0.130428,0.307552,0.494556,0.528468,0.401499,0.208984,0.216781,0.231143,0.229253,0.153925,0.458625,0.205355,0.422397,0.468665,0.219029,0.172034,0.167342,0.216883,0.443637,0.046388,12.289757,2.297498,2.001742,0.871271,0.836909,0.692815
2,3195,0.814478,0.759323,0.808524,85046.476023,95,66,3949.129752,239.259504,0.728921,63.780878,0.509569,3.690940,6.361981,3.895386,79.840472,54.658634,-76.873548,274.764502,0.897062,17399758.601668,33.905793,58,95,0.809039,10292.765499,95.632447,57.657419,0.254561,0.021633,0.011644,0.006401,0.000055,0.000914,-0.000008,2,2.145503,0.664652,0.713165,-0.174788,3425,86607.677852,4239.454869,305.909737,106.222188,66.890787,344.255880,11037.230998,72.184807,106.526423,6.895992,0.074188,2.351545,0.009800,0.012278,0.017085,0.016063,0.017198,0.017359,0.015714,0.014070,0.013033,0.013168,0.012659,0.017586,0.022176,0.011292,0.015369,0.016514,0.023547,0.029170,0.028616,0.042205,0.061955,0.047854,0.034986,0.024211,0.020922,0.022778,0.037285,0.038297,0.036213,0.027287,0.019044,0.022208,0.021953,0.028677,0.019227,0.014904,0.015916,0.009056,0.010988,0.009938,0.013536,0.013659,0.012012,0.011282,0.011051,0.015452,0.016666,0.016740,0.010800,5.411226,3.738522,1.177262,0.512229,0.298679,0.192010,0.130166,0.085268,0.058277,0.052869,0.049253,0.037993,0.032098,0.028406,0.027082,0.020773,0.016304,0.015488,0.014981,0.014090,0.012353,0.012311,0.010316,0.009778,0.008512,0.007453,0.008533,0.008523,0.008056,0.007707,0.006757,0.006258,0.006151,0.006806,0.006533,0.005793,0.005384,0.005487,0.005282,0.005638,0.005210,0.004914,0.004659,0.004995,0.004757,0.005074,0.005282,0.005121,0.005071,0.004756,0.076398,0.120124,0.837244,0.133515,0.414945,0.110510,0.155652,0.173642,0.148854,0.104781,0.109931,0.823989,0.157057,0.086452,0.099393,0.347448,0.316778,0.186787,0.260295,0.121883,0.771980,0.139001,0.149510,0.181405,0.341391,0.268677,0.241080,0.167065,0.235413,0.379776,0.285117,0.599650,0.167827,0.317942,0.373044,0.251299,0.242627,0.248760,0.444617,0.358465,0.130110,0.171460,0.454764,0.443892,0.320766,0.390145,0.230495,0.400048,0.326308,0.238074,0.250899,0.404475,0.324264,0.373852,0.173458,0.211095,0.334477,0.276744,0.727986,0.142782,0.270462,0.292660,0.166545,0.266451,0.370677,0.569026,0.366882,0.149698,0.168546,0.346651,0.328700,0.232767,0.399288,0.314347,0.536545,0.334245,0.184231,0.174457,0.272763,0.236361,0.384072,0.042320,11.628140,1.633209,1.723675,1.055391,0.888612,0.579129
3,1974,0.749494,0.676113,0.756073,41272.244649,97,46,3535.855221,240.710441,0.851451,50.133570,0.442403,9.164695,15.344020,9.155353,77.607975,40.700276,84.098047,332.208153,0.835894,14926770.271129,26.638245,42,98,0.558281,6728.820626,99.296927,41.181870,0.243022,0.019094,0.004776,0.004995,0.000024,0.000690,-0.000001,1,2.505127,0.755358,0.700411,0.496319,1974,41272.244649,3535.855221,240.710441,77.607975,40.700276,332.208153,6728.820626,73.626368,107.608409,7.020969,0.076950,1.462064,0.008983,0.004544,0.006101,0.007947,0.009627,0.009398,0.008838,0.008403,0.009691,0.010663,0.010416,0.012481,0.012091,0.008322,0.013243,0.016972,0.024185,0.024380,0.026425,0.037809,0.049066,0.058229,0.085980,0.097469,0.067057,0.053314,0.046339,0.028867,0.024790,0.019173,0.016537,0.017852,0.023530,0.022884,0.016863,0.015547,0.017114,0.012793,0.012147,0.008035,0.007368,0.006405,0.004743,0.004239,0.004298,0.004762,0.004224,0.004883,0.003953,2.428953,2.771564,1.314018,0.360437,0.144530,0.116068,0.100372,0.079987,0.062690,0.056079,0.045992,0.030813,0.029485,0.026944,0.032887,0.027607,0.026554,0.025277,0.019641,0.016798,0.017346,0.015189,0.015239,0.015411,0.014631,0.013956,0.013370,0.011235,0.010629,0.011821,0.010445,0.008619,0.010051,0.010226,0.009282,0.008809,0.008170,0.008697,0.009091,0.008972,0.008279,0.007133,0.007043,0.008354,0.008247,0.008685,0.009378,0.008365,0.007670,0.007921,0.045572,0.059042,0.783849,0.097040,0.418675,0.084815,0.315473,0.268426,0.128616,0.047849,0.096311,0.858946,0.091639,0.072743,0.197658,0.364738,0.246999,0.062005,0.290703,0.127245,0.895315,0.091933,0.075563,0.182392,0.128800,0.084369,0.163014,0.248171,0.216173,0.101311,0.122057,0.621422,0.193230,0.493934,0.383928,0.227250,0.103849,0.229660,0.285887,0.259929,0.165833,0.401341,0.674929,0.364015,0.102780,0.400909,0.158607,0.488383,0.281814,0.164111,0.341575,0.480365,0.230247,0.262310,0.270141,0.464291,0.464573,0.122509,0.632859,0.166854,0.179272,0.086044,0.112813,0.126171,0.455931,0.657726,0.315867,0.134234,0.247397,0.373862,0.137460,0.077059,0.331647,0.148341,0.504310,0.341987,0.137935,0.183146,0.462090,0.244261,0.413473,0.017887,5.942058,1.675962,1.674253,0.998981,0.724577,0.480078
4,26621,0.821903,0.736498,0.838654,1756229.213505,281,196,43451.025125,803.050250,0.724543,184.105703,0.483350,13.553096,20.121021,13.755796,234.672767,161.743353,85.158556,1651.273303,0.934613,75509578.519093,84.003427,194,286,0.612667,86531.908445,293.774332,192.992934,0.190614,0.004579,0.000769,0.000004,-0.000000,-0.000000,-0.000000,2,2.004272,0.702667,0.730422,-0.044274,26807,1757033.894448,43847.525343,896.050686,273.787913,173.104805,1744.871283,87204.805375,54.623950,71.523706,6.870512,0.043873,3.543470,0.011147,0.011926,0.016238,0.014423,0.015101,0.014120,0.015304,0.013197,0.014312,0.013888,0.014721,0.017801,0.023307,0.016694,0.019106,0.018669,0.021096,0.025281,0.023350,0.021510,0.026393,0.037472,0.028758,0.033113,0.024635,0.036447,0.034529,0.035838,0.033577,0.027155,0.026432,0.023961,0.023705,0.025838,0.022215,0.023398,0.026485,0.016118,0.015943,0.014395,0.019248,0.018960,0.015879,0.015047,0.013163,0.015382,0.012622,0.013121,0.010124,15.683394,0.858660,0.463405,0.350607,0.228886,0.117588,0.095788,0.079262,0.075061,0.056287,0.049777,0.042495,0.036991,0.032565,0.025723,0.025162,0.024912,0.019575,0.019542,0.018282,0.016686,0.013616,0.013325,0.013799,0.012981,0.010878,0.010889,0.009427,0.009926,0.009831,0.009648,0.009487,0.008632,0.007944,0.007807,0.006984,0.008020,0.007440,0.007206,0.007772,0.007439,0.007182,0.007333,0.007172,0.007083,0.006808,0.006419,0.006897,0.006766,0.006778,0.172816,0.237133,0.655532,0.146777,0.374676,0.138427,0.393108,0.326978,0.204069,0.112982,0.193034,0.698828,0.125655,0.111476,0.256797,0.479900,0.336515,0.154609,0.252917,0.166856,0.683550,0.142850,0.190010,0.374608,0.392436,0.182538,0.238294,0.332343,0.384664,0.290597,0.193862,0.519952,0.216265,0.288566,0.348437,0.312655,0.254117,0.385746,0.473415,0.255811,0.187977,0.286688,0.444597,0.358646,0.230748,0.333108,0.221977,0.392958,0.349243,0.338340,0.374798,0.398406,0.239752,0.303683,0.266848,0.453512,0.418365,0.222084,0.492900,0.211244,0.269814,0.301646,0.217723,0.251366,0.461875,0.584123,0.373785,0.144708,0.190300,0.295519,0.271284,0.156493,0.362173,0.230169,0.485943,0.502595,0.263622,0.171834,0.235580,0.246676,0.334274,0.009763,16.121498,1.462730,1.484607,1.014956,0.513534,0.479886
5,12859,0.885879,0.893196,0.856453,1093981.494495,169,135,16097.568607,474.137214,0.308085,127.955411,0.563620,5.041015,6.568282,7.800724,134.580928,128.034736,-78.602895,675.476226,0.947871,30059067.246771,93.086957,138,174,0.798816,92651.950543,180.013302,129.591219,0.167695,0.000070,0.000182,0.000007,-0.000000,0.000000,0.000000,1,2.032430,0.651369,0.697002,-0.269046,12859,1093981.494495,16097.568607,474.137214,134.580928,128.034736,675.476226,92651.950543,56.672618,41.840812,6.209646,0.047068,5.927912,0.022066,0.011982,0.027162,0.040077,0.049365,0.030815,0.020263,0.018244,0.017988,0.017903,0.019154,0.019536,0.019759,0.016388,0.017660,0.017549,0.022691,0.022822,0.028302,0.023321,0.017681,0.023886,0.023527,0.030230,0.025289,0.024487,0.027496,0.025630,0.030926,0.034560,0.031249,0.036471,0.030428,0.023133,0.015104,0.015458,0.016161,0.011734,0.014796,0.011346,0.011648,0.010734,0.010221,0.009627,0.009198,0.010652,0.008463,0.009786,0.009098,21.590653,2.381231,0.717853,0.306513,0.194279,0.119295,0.125511,0.088979,0.067304,0.055330,0.049026,0.036728,0.029611,0.027405,0.024921,0.023098,0.019311,0.020318,0.017950,0.017801,0.017039,0.013613,0.012810,0.011714,0.012172,0.010458,0.009629,0.009752,0.009946,0.010022,0.009491,0.009165,0.007981,0.007918,0.008007,0.007357,0.007206,0.006900,0.007326,0.007381,0.006929,0.007021,0.006647,0.006636,0.006247,0.006325,0.006571,0.006515,0.006104,0.006848,0.115900,0.068358,0.599125,0.087572,0.444196,0.096765,0.274044,0.478363,0.323526,0.037450,0.060461,0.636377,0.091599,0.073222,0.273779,0.586772,0.393938,0.042072,0.252330,0.114061,0.638118,0.112994,0.268542,0.401610,0.428323,0.099604,0.276711,0.366678,0.133666,0.117450,0.091124,0.632787,0.080002,0.099264,0.121905,0.627732,0.088806,0.186888,0.303770,0.494867,0.417386,0.386208,0.498365,0.200182,0.090592,0.307295,0.108368,0.135673,0.350257,0.644638,0.345671,0.242386,0.115575,0.381555,0.323647,0.568948,0.384614,0.104635,0.559371,0.098290,0.116898,0.086291,0.262688,0.050177,0.434478,0.707235,0.498919,0.158934,0.086743,0.123056,0.090523,0.059051,0.318421,0.102998,0.413706,0.623183,0.417864,0.104469,0.115478,0.121771,0.338824,0.028183,19.036939,0.842009,1.302968,1.547451,0.701930,0.534983
6,1153,0.935009,0.640381,0.939341,40370.381896,69,29,1363.758431,153.516862,0.856273,38.315078,0.576212,1.657348,7.358317,1.649236,54.083608,27.935413,-83.232648,153.953319,0.862101,8015582.516597,39.793103,29,68,0.845458,9353.450939,69.062666,29.000000,0.200684,0.013492,0.000130,0.000075,0.000000,0.000008,-0.000000,1,2.536569,0.698156,0.704683,0.208902,1153,40370.381896,1363.758431,153.516862,54.083608,27.935413,153.953319,9353.450939,68.282568,123.254987,6.643430,0.066906,-0.041054,0.011576,0.002815,0.003435,0.003255,0.003842,0.004122,0.005060,0.005762,0.008139,0.011422,0.013070,0.020821,0.034843,0.029057,0.043643,0.036642,0.041155,0.041383,0.035666,0.034666,0.036940,0.042607,0.044421,0.050177,0.036035,0.036435,0.045991,0.041999,0.045484,0.046465,0.038829,0.032510,0.023089,0.013586,0.012024,0.010641,0.009712,0.008651,0.008350,0.005884,0.005506,0.004619,0.003655,0.003284,0.003351,0.003358,0.002734,0.002632,0.002233,1.710170,2.733025,2.030185,1.018144,0.442892,0.139599,0.141985,0.105709,0.072200,0.049815,0.046469,0.037179,0.033961,0.028979,0.023109,0.017474,0.020076,0.020113,0.015415,0.011921,0.012944,0.012436,0.010621,0.009784,0.010715,0.009618,0.009291,0.008484,0.007659,0.006832,0.007034,0.007990,0.007372,0.005942,0.006000,0.006566,0.006483,0.005577,0.005450,0.005911,0.005891,0.005601,0.005421,0.005479,0.005622,0.005643,0.005186,0.004901,0.005227,0.005732,0.022042,0.043432,0.828099,0.073847,0.420303,0.046608,0.085041,0.331544,0.102201,0.017262,0.102439,0.860176,0.071433,0.068347,0.117672,0.323190,0.337249,0.086576,0.172661,0.145821,0.859848,0.077625,0.089835,0.133183,0.325727,0.098765,0.248793,0.122850,0.349952,0.267636,0.089126,0.715940,0.063362,0.100634,0.467119,0.194818,0.090245,0.394672,0.587667,0.242801,0.149633,0.176337,0.308320,0.507966,0.158768,0.255982,0.194024,0.511347,0.320144,0.194222,0.235034,0.381086,0.235226,0.489220,0.163993,0.421240,0.320145,0.097000,0.801559,0.103760,0.112704,0.088043,0.100205,0.147911,0.463803,0.754790,0.271554,0.127729,0.111377,0.200935,0.193218,0.114581,0.376929,0.153659,0.554071,0.327488,0.134153,0.112360,0.189439,0.226237,0.549887,0.048646,7.489283,4.461652,4.439813,0.995105,0.997165,0.585193
7,2046,0.791899,0.464810,0.810127,30372.487844,70,94,3635.499023,252.998046,0.948218,51.039672,0.310942,3.047579,12.597891,2.631872,99.250351,31.523886,-33.199695,347.883297,0.823847,17184983.738768,18.924868,48,104,0.562784,6874.560180,113.717878,45.525335,0.331106,0.073128,0.003470,0.002096,0.000006,0.000512,0.000000,1,2.402041,0.828762,0.770116,0.446404,2046,30372.487844,3635.499023,252.998046,99.250351,31.523886,347.883297,6874.560180,70.225895,85.751711,6.583160,0.070496,4.427488,0.014020,0.014661,0.014972,0.013981,0.014883,0.016203,0.023255,0.023545,0.021875,0.023985,0.021777,0.029656,0.044812,0.033555,0.041347,0.033857,0.044223,0.033765,0.026558,0.029048,0.028201,0.030907,0.026485,0.024898,0.020357,0.016984,0.018995,0.019320,0.023146,0.017846,0.014215,0.014199,0.015456,0.016960,0.012219,0.014201,0.018159,0.011498,0.012802,0.011577,0.012662,0.012720,0.010564,0.012368,0.014994,0.017673,0.017235,0.015962,0.011440,2.184633,1.894691,0.972877,0.296435,0.226697,0.184465,0.114669,0.067810,0.063599,0.054726,0.043996,0.036729,0.030499,0.026564,0.026207,0.023920,0.018402,0.015509,0.016273,0.014122,0.015024,0.014206,0.011696,0.010534,0.010091,0.008596,0.008647,0.008901,0.008649,0.009418,0.008708,0.007285,0.007239,0.007672,0.007403,0.007253,0.006771,0.006813,0.006616,0.006180,0.006799,0.006277,0.005710,0.005742,0.006032,0.006703,0.006290,0.006060,0.005876,0.006033,0.083390,0.081700,0.675207,0.104093,0.608616,0.088106,0.095744,0.277178,0.235501,0.084879,0.086130,0.662712,0.336609,0.243556,0.142534,0.136137,0.518689,0.256274,0.350724,0.106765,0.646326,0.324152,0.245026,0.144514,0.133465,0.355902,0.342607,0.176635,0.130141,0.238851,0.203923,0.717643,0.099209,0.100981,0.357322,0.436460,0.173178,0.136808,0.245621,0.654027,0.302953,0.124441,0.098657,0.369545,0.457874,0.435985,0.110780,0.119586,0.616260,0.318771,0.129280,0.106003,0.146483,0.502537,0.201815,0.185115,0.304431,0.271495,0.785806,0.104948,0.114645,0.189607,0.284631,0.218884,0.200373,0.392317,0.715873,0.195038,0.150841,0.141185,0.227888,0.335995,0.497241,0.131200,0.141959,0.499823,0.170095,0.143112,0.127410,0.114125,0.622004,0.016906,5.881283,4.786666,4.133737,0.863594,0.727250,0.395633
8,10585,0.938290,0.933821,0.930874,834049.129030,149,136,13906.576065,440.152130,0.423437,116.091518,0.522355,5.326837,6.081673,5.653532,124.729724,112.995863,23.823296,549.150324,0.949367,24535517.428124,88.378151,119,149,0.761151,52291.190408,163.928135,114.366886,0.167235,0.000271,0.000064,0.000038,0.000000,0.000001,0.000000,1,1.993297,0.674127,0.716560,-0.125417,10585,834049.129030,13906.576065,440.152130,124.729724,112.995863,549.150324,52291.190408,59.778656,45.945111,6.411569,0.052093,6.286663,0.018375,0.010265,0.013741,0.013844,0.016138,0.015106,0.012652,0.016399,0.018489,0.027675,0.027039,0.036464,0.045774,0.029800,0.028965,0.025548,0.021726,0.018902,0.018821,0.017943,0.021969,0.026688,0.027851,0.025952,0.018421,0.021993,0.026322,0.025745,0.026324,0.022959,0.018189,0.015933,0.016949,0.017715,0.014130,0.018239,0.020305,0.017143,0.030067,0.028476,0.030533,0.021395,0.016123,0.012899,0.011312,0.013292,0.013252,0.013865,0.010669,21.715345,2.782138,0.805023,0.287385,0.222991,0.143184,0.095922,0.068869,0.075149,0.057934,0.043709,0.038571,0.036862,0.030145,0.031194,0.021971,0.022614,0.020652,0.021140,0.017303,0.015482,0.014958,0.014295,0.012234,0.012433,0.010929,0.011051,0.009909,0.010810,0.008700,0.009294,0.008405,0.008663,0.008402,0.007610,0.006874,0.007104,0.007109,0.007029,0.006573,0.006845,0.006637,0.005787,0.006657,0.006841,0.006241,0.006153,0.005816,0.006109,0.006572,0.079569,0.077682,0.582347,0.090345,0.444874,0.085455,0.197919,0.532686,0.334965,0.047270,0.119583,0.623914,0.081055,0.104626,0.319676,0.479449,0.487337,0.084373,0.296364,0.132219,0.612359,0.084942,0.271773,0.458034,0.397525,0.098106,0.247347,0.479205,0.251470,0.121583,0.093840,0.632898,0.092465,0.127250,0.229271,0.453507,0.358388,0.301969,0.247089,0.523852,0.321366,0.394036,0.298985,0.293039,0.105322,0.359934,0.094925,0.131014,0.471493,0.533885,0.400792,0.139380,0.111418,0.380075,0.462491,0.572184,0.281242,0.099220,0.568170,0.102795,0.142318,0.090489,0.089096,0.243958,0.479877,0.628715,0.464509,0.130314,0.119081,0.170572,0.178709,0.083407,0.321860,0.103839,0.484350,0.633413,0.250483,0.127548,0.150033,0.216267,0.318627,0.035100,19.275232,1.075730,1.141704,1.061330,0.801515,0.593142
9,9396,0.950389,0.915682,0.945065,709713.269382,134,122,11257.752980,386.505961,0.409158,109.377140,0.574749,3.307781,4.264605,3.096074,115.426130,105.322144,-34.056173,474.416306,0.950921,21380183.299446,80.282051,117,122,0.834625,49264.133084,140.132077,109.263308,0.162392,0.000220,0.000005,0.000002,0.000000,-0.000000,0.000000,1,1.915598,0.645517,0.709663,-0.382233,9396,709713.269382,11257.752980,386.505961,115.426130,105.322144,474.416306,49264.133084,64.231785,51.907620,6.578704,0.059663,6.859092,0.016038,0.016403,0.026264,0.032703,0.031403,0.025886,0.023124,0.023409,0.022343,0.017323,0.015144,0.019506,0.025000,0.021940,0.031507,0.024861,0.030024,0.028706,0.024365,0.023577,0.028973,0.033874,0.032360,0.030524,0.021506,0.020828,0.024169,0.021011,0.018402,0.015792,0.013047,0.013681,0.015374,0.016870,0.019049,0.021964,0.024904,0.018040,0.017587,0.014758,0.014364,0.013696,0.012585,0.012925,0.010188,0.010460,0.011787,0.014065,0.013729,21.057802,3.528159,0.784416,0.318479,0.237803,0.131847,0.106569,0.094894,0.078303,0.061527,0.045349,0.040150,0.036673,0.030152,0.029918,0.024511,0.023234,0.017756,0.016641,0.013822,0.014122,0.014254,0.011506,0.011159,0.011275,0.009548,0.009093,0.008695,0.008009,0.007758,0.007732,0.006880,0.006946,0.007496,0.006771,0.006182,0.006204,0.006212,0.005779,0.005963,0.005986,0.005882,0.005500,0.005631,0.005680,0.005502,0.005857,0.006042,0.005688,0.005604,0.127040,0.083971,0.587122,0.102185,0.476927,0.079268,0.170426,0.538122,0.263234,0.045875,0.116708,0.634374,0.103984,0.098705,0.280722,0.473915,0.505155,0.052029,0.316786,0.154623,0.602386,0.117922,0.286024,0.422038,0.420133,0.099638,0.229342,0.409608,0.277747,0.235110,0.102628,0.620861,0.088736,0.156964,0.328926,0.403850,0.172571,0.289891,0.346877,0.601503,0.264389,0.324680,0.337873,0.308429,0.139446,0.378189,0.098506,0.151723,0.465055,0.584152,0.354304,0.179357,0.112338,0.310515,0.315410,0.519335,0.431396,0.110686,0.552788,0.105043,0.209940,0.232112,0.133769,0.161511,0.481747,0.638218,0.476521,0.120992,0.122301,0.199593,0.170036,0.095360,0.342502,0.119708,0.396624,0.630999,0.335030,0.125474,0.131323,0.151694,0.380324,0.041747,19.805390,1.377424,1.289265,0.935997,0.814698,0.658050
10,322,0.878505,0.763240,0.878505,5183.104280,28,17,361.167074,69.334149,0.733762,20.248040,0.676471,1.331426,2.447717,1.105626,25.062523,17.027646,78.732823,70.662951,0.707882,5792453.627663,17.833333,18,29,0.891554,1645.730296,29.120426,17.000000,0.177644,0.004282,0.000149,0.000002,0.000000,-0.000000,-0.000000,1,2.125481,0.629723,0.687888,-0.193679,322,5183.104280,361.167074,69.334149,25.062523,17.027646,70.662951,1645.730296,83.972742,124.406832,6.204667,0.097833,-0.705981,0.019135,0.007264,0.010119,0.009324,0.009318,0.007416,0.006097,0.006159,0.006479,0.006420,0.005804,0.009450,0.012535,0.008342,0.017517,0.016913,0.026576,0.033499,0.033221,0.039502,0.049913,0.069993,0.064337,0.062596,0.047025,0.043203,0.052310,0.045445,0.043042,0.027597,0.020378,0.017271,0.016147,0.012061,0.009349,0.010799,0.012990,0.010124,0.013623,0.013486,0.013904,0.012834,0.011704,0.011170,0.010026,0.009631,0.007377,0.005747,0.003962,0.215113,0.515937,0.705046,0.598937,0.468295,0.278426,0.173913,0.072826,0.052299,0.042001,0.038554,0.032528,0.028399,0.019427,0.015068,0.013753,0.014883,0.014517,0.011876,0.009150,0.008210,0.007946,0.007789,0.007035,0.006319,0.005935,0.006193,0.005829,0.005230,0.004590,0.004498,0.004536,0.004441,0.004342,0.004331,0.004114,0.004079,0.003894,0.003673,0.003701,0.003609,0.003463,0.003121,0.002882,0.002932,0.003330,0.003563,0.003736,0.003536,0.003271,0.029944,0.038734,0.889015,0.081696,0.406130,0.048279,0.062876,0.159234,0.063229,0.037876,0.082414,0.950561,0.056413,0.068853,0.101236,0.195594,0.169362,0.055606,0.205192,0.119493,0.930942,0.039809,0.053417,0.092609,0.195198,0.053646,0.151546,0.265110,0.247899,0.096239,0.084441,0.845058,0.090845,0.131515,0.297482,0.153945,0.284347,0.430752,0.264352,0.193429,0.231928,0.424832,0.489708,0.356537,0.158406,0.464218,0.260547,0.293096,0.177947,0.196350,0.412901,0.485733,0.120904,0.373425,0.278356,0.282438,0.100693,0.092166,0.890519,0.096671,0.095957,0.074217,0.083803,0.359117,0.559713,0.474310,0.219447,0.220346,0.376162,0.243928,0.143799,0.119969,0.536245,0.280000,0.450233,0.190429,0.196320,0.316413,0.197484,0.129851,0.447820,0.064487,4.556843,2.213875,1.838418,0.830407,0.981195,0.614943
