roi_number,Area,B180,B90,Bflip,Biovolume,BoundingBox_xwidth,BoundingBox_ywidth,ConvexArea,ConvexPerimeter,Eccentricity,EquivDiameter,Extent,H180,H90,Hflip,MajorAxisLength,MinorAxisLength,Orientation,Perimeter,RWcenter2total_powerratio,RWhalfpowerintegral,RepresentativeWidth,RotatedBoundingBox_xwidth,RotatedBoundingBox_ywidth,Solidity,SurfaceArea,maxFeretDiameter,minFeretDiameter,moment_invariant1,moment_invariant2,moment_invariant3,moment_invariant4,moment_invariant5,moment_invariant6,moment_invariant7,numBlobs,shapehist_kurtosis_normEqD,shapehist_mean_normEqD,shapehist_median_normEqD,shapehist_skewness_normEqD,summedArea,summedBiovolume,summedConvexArea,summedConvexPerimeter,summedMajorAxisLength,summedMinorAxisLength,summedPerimeter,summedSurfaceArea,texture_average_contrast,texture_average_gray_level,texture_entropy,texture_smoothness,texture_third_moment,texture_uniformity,Wedge01,Wedge02,Wedge03,Wedge04,Wedge05,Wedge06,Wedge07,Wedge08,Wedge09,Wedge10,Wedge11,Wedge12,Wedge13,Wedge14,Wedge15,Wedge16,Wedge17,Wedge18,Wedge19,Wedge20,Wedge21,Wedge22,Wedge23,Wedge24,Wedge25,Wedge26,Wedge27,Wedge28,Wedge29,Wedge30,Wedge31,Wedge32,Wedge33,Wedge34,Wedge35,Wedge36,Wedge37,Wedge38,Wedge39,Wedge40,Wedge41,Wedge42,Wedge43,Wedge44,Wedge45,Wedge46,Wedge47,Wedge48,Ring01,Ring02,Ring03,Ring04,Ring05,Ring06,Ring07,Ring08,Ring09,Ring10,Ring11,Ring12,Ring13,Ring14,Ring15,Ring16,Ring17,Ring18,Ring19,Ring20,Ring21,Ring22,Ring23,Ring24,Ring25,Ring26,Ring27,Ring28,Ring29,Ring30,Ring31,Ring32,Ring33,Ring34,Ring35,Ring36,Ring37,Ring38,Ring39,Ring40,Ring41,Ring42,Ring43,Ring44,Ring45,Ring46,Ring47,Ring48,Ring49,Ring50,HOG01,HOG02,HOG03,HOG04,HOG05,HOG06,HOG07,HOG08,HOG09,HOG10,HOG11,HOG12,HOG13,HOG14,HOG15,HOG16,HOG17,HOG18,HOG19,HOG20,HOG21,HOG22,HOG23,HOG24,HOG25,HOG26,HOG27,HOG28,HOG29,HOG30,HOG31,HOG32,HOG33,HOG34,HOG35,HOG36,HOG37,HOG38,HOG39,HOG40,HOG41,HOG42,HOG43,HOG44,HOG45,HOG46,HOG47,HOG48,HOG49,HOG50,HOG51,HOG52,HOG53,HOG54,HOG55,HOG56,HOG57,HOG58,HOG59,HOG60,HOG61,HOG62,HOG63,HOG64,HOG65,HOG66,HOG67,HOG68,HOG69,HOG70,HOG71,HOG72,HOG73,HOG74,HOG75,HOG76,HOG77,HOG78,HOG79,HOG80,HOG81,Area_over_PerimeterSquared,Area_over_Perimeter,H90_over_Hflip,H90_over_H180,Hflip_over_H180,summedConvexPerimeter_over_Perimeter,rotated_BoundingBox_solidity
1,2901,0.927266,0.703550,0.930024,77976.670469,101,50,3531.413294,236.826589,0.783080,60.775554,0.574455,3.210747,9.574170,3.058036,78.158791,48.608594,88.052906,255.308658,0.912390,12369292.295589,34.237502,50,101,0.821484,9322.880615,101.831463,50.000000,0.182452,0.006509,0.000006,0.000022,0.000000,0.000002,-0.000000,1,2.507610,0.680248,0.707713,0.112596,2901,77976.670469,3531.413294,236.826589,78.158791,48.608594,255.308658,9322.880615,64.101617,105.678042,6.973095,0.059436,1.517862,0.009078,0.010088,0.012676,0.012014,0.012942,0.009546,0.009112,0.010211,0.012307,0.012641,0.011881,0.014837,0.019463,0.014518,0.021008,0.021936,0.032713,0.037000,0.030528,0.035646,0.038793,0.049582,0.054266,0.068084,0.051900,0.034219,0.036583,0.033109,0.032744,0.023823,0.021513,0.015268,0.012146,0.011380,0.010228,0.012048,0.015481,0.009414,0.011129,0.011711,0.015203,0.014331,0.012467,0.012723,0.012995,0.012465,0.009820,0.009060,0.006450,6.054438,5.196996,1.829136,0.432561,0.250526,0.161874,0.132972,0.076406,0.064805,0.051928,0.052465,0.034038,0.028784,0.027658,0.027241,0.020460,0.018999,0.017571,0.016624,0.013493,0.013413,0.012896,0.013185,0.010723,0.011000,0.010557,0.010109,0.008684,0.008573,0.008079,0.008260,0.008139,0.007694,0.007868,0.007396,0.006794,0.006976,0.006650,0.006607,0.006549,0.006636,0.006411,0.006010,0.006089,0.006202,0.006004,0.006009,0.006348,0.005831,0.005920,0.071311,0.065879,0.798386,0.122219,0.417334,0.060528,0.220537,0.303338,0.140479,0.071145,0.122197,0.789932,0.098532,0.062832,0.163774,0.464691,0.288194,0.128610,0.264575,0.152179,0.802029,0.075076,0.075228,0.241657,0.371670,0.073289,0.224467,0.244827,0.175615,0.288042,0.173459,0.575055,0.123318,0.373661,0.483010,0.278109,0.209880,0.221250,0.338031,0.227368,0.109760,0.246507,0.624970,0.457170,0.261978,0.367406,0.200669,0.248346,0.299591,0.251936,0.366512,0.544874,0.177833,0.383402,0.262441,0.432724,0.427679,0.132991,0.626650,0.133808,0.264267,0.184762,0.169434,0.208279,0.375118,0.731970,0.282318,0.095618,0.120014,0.291502,0.240394,0.184697,0.307998,0.129621,0.602468,0.412745,0.239049,0.135473,0.228888,0.215760,0.424932,0.044506,11.362717,3.130823,2.981914,0.952438,0.927609,0.574455
3,3455,0.848178,0.760844,0.839503,169123.451716,69,79,4141.859494,228.718988,0.643265,66.325279,0.633829,3.110401,4.140370,3.135863,78.292634,59.944283,-6.903650,302.149278,0.908322,15051664.089581,50.852941,68,79,0.834166,17337.831423,79.156342,67.912876,0.175836,0.002104,0.000095,0.000016,0.000000,0.000001,0.000000,1,1.963402,0.629155,0.681817,-0.333278,3455,169123.451716,4141.859494,228.718988,78.292634,59.944283,302.149278,17337.831423,67.739402,96.425760,7.128229,0.065916,2.705026,0.008386,0.015877,0.016117,0.014091,0.013662,0.013071,0.013836,0.018235,0.025087,0.029539,0.023026,0.027129,0.029004,0.021255,0.035311,0.034621,0.038436,0.032869,0.024548,0.019899,0.020901,0.021807,0.019566,0.018752,0.014194,0.015097,0.021319,0.023533,0.025886,0.027089,0.027040,0.021770,0.021378,0.022231,0.015385,0.011752,0.017861,0.012434,0.017827,0.018356,0.019871,0.018894,0.016648,0.017624,0.020556,0.021166,0.017535,0.015277,0.012643,7.209018,4.486249,1.031110,0.385968,0.237760,0.159085,0.129307,0.083783,0.068469,0.051746,0.042978,0.040186,0.041197,0.031777,0.023010,0.017705,0.017203,0.018030,0.019314,0.017485,0.015687,0.013745,0.010816,0.010461,0.010245,0.009551,0.009612,0.008523,0.008131,0.006961,0.007478,0.007800,0.007050,0.006254,0.005631,0.005126,0.005382,0.005886,0.005434,0.005035,0.005084,0.004682,0.004931,0.004877,0.004745,0.004823,0.005081,0.005118,0.005200,0.005372,0.089826,0.087572,0.664460,0.110834,0.533430,0.119153,0.177109,0.383093,0.231511,0.104817,0.119361,0.703288,0.149870,0.192834,0.313625,0.341184,0.406822,0.200583,0.327411,0.125253,0.736277,0.139660,0.196900,0.311123,0.272645,0.131476,0.297181,0.357507,0.184674,0.137190,0.146181,0.706706,0.148642,0.196775,0.320452,0.367363,0.318109,0.175948,0.215510,0.375889,0.417986,0.374762,0.324105,0.410597,0.302189,0.428045,0.111609,0.185459,0.377310,0.467996,0.372657,0.250100,0.230650,0.392325,0.385092,0.427424,0.283160,0.150763,0.695795,0.109955,0.156698,0.116377,0.178282,0.339276,0.462420,0.467550,0.494051,0.274337,0.172337,0.203903,0.194518,0.154898,0.370592,0.173304,0.337506,0.533873,0.343970,0.186975,0.159028,0.198487,0.464471,0.037845,11.434745,1.320329,1.331137,1.008186,0.756973,0.643708
4,366,0.863388,0.409836,0.868852,8618.959445,39,15,409.570434,87.140869,0.930225,21.587165,0.625641,1.555630,5.656865,1.210940,36.351367,13.340593,-82.612046,87.491378,0.673181,7437521.517924,26.142857,14,40,0.893619,2914.983023,40.024992,14.027835,0.255344,0.037919,0.001092,0.000432,0.000000,0.000081,-0.000000,1,2.462001,0.707870,0.655118,0.348567,366,8618.959445,409.570434,87.140869,36.351367,13.340593,87.491378,2914.983023,70.011015,110.133880,6.338332,0.070096,-0.183826,0.016811,0.003410,0.004665,0.005230,0.006400,0.006403,0.006722,0.006769,0.007493,0.007599,0.006569,0.007840,0.009684,0.006742,0.013348,0.014663,0.027245,0.043454,0.052595,0.071724,0.092041,0.114787,0.100790,0.102218,0.063040,0.041230,0.038355,0.024225,0.022221,0.012021,0.008648,0.008109,0.007500,0.006542,0.004889,0.005149,0.004850,0.002420,0.003146,0.002521,0.002893,0.002901,0.002610,0.002735,0.002894,0.003308,0.003206,0.003409,0.002787,0.208612,0.436490,0.521637,0.422939,0.370171,0.265741,0.186178,0.094729,0.064733,0.042503,0.023895,0.019924,0.023335,0.024505,0.022905,0.016811,0.012444,0.010516,0.009442,0.008300,0.008283,0.008551,0.009006,0.008634,0.007312,0.005541,0.005173,0.005114,0.005199,0.004856,0.004608,0.004250,0.004108,0.004038,0.004171,0.004058,0.004131,0.004030,0.003752,0.003394,0.003024,0.003080,0.003212,0.003256,0.003284,0.003277,0.003317,0.003336,0.003185,0.003003,0.011748,0.035617,0.877460,0.102181,0.366344,0.030389,0.055583,0.282177,0.019238,0.024278,0.061969,0.921256,0.074997,0.046717,0.059249,0.191975,0.312984,0.026917,0.264861,0.093868,0.919224,0.042633,0.049208,0.074544,0.191070,0.073051,0.156279,0.057680,0.277390,0.415727,0.120223,0.593153,0.044143,0.236621,0.561832,0.083774,0.064430,0.270540,0.582784,0.197988,0.130535,0.106270,0.425067,0.571837,0.088347,0.450410,0.105985,0.422738,0.253682,0.221607,0.214992,0.452856,0.187031,0.455455,0.069767,0.341508,0.507981,0.079128,0.684029,0.077504,0.293358,0.212470,0.095340,0.076311,0.351898,0.787283,0.183472,0.140149,0.093294,0.314740,0.273360,0.121372,0.464568,0.109691,0.521600,0.281877,0.219538,0.114430,0.147285,0.189115,0.549425,0.047814,4.183269,4.671467,3.636382,0.778424,0.995994,0.653571
5,12723,0.933344,0.930357,0.937274,1104418.650689,139,139,14436.401641,430.803281,0.288659,127.276969,0.658506,3.054796,3.452927,2.727422,130.998074,125.421734,69.408202,544.126984,0.958853,23812295.450216,94.940299,134,133,0.881314,65611.447042,144.928652,130.196485,0.161560,0.000049,0.000042,0.000000,0.000000,-0.000000,-0.000000,1,1.886850,0.631273,0.696786,-0.432235,12723,1104418.650689,14436.401641,430.803281,130.998074,125.421734,544.126984,65611.447042,62.214618,48.991276,6.427648,0.056181,6.615677,0.019353,0.012294,0.017214,0.014581,0.016877,0.019152,0.033675,0.035965,0.032734,0.031201,0.021947,0.019908,0.024466,0.020700,0.030115,0.027685,0.033674,0.023525,0.018096,0.018513,0.018033,0.014290,0.013572,0.016114,0.012410,0.011064,0.012743,0.013098,0.019573,0.022426,0.022658,0.022189,0.028488,0.033120,0.033487,0.039211,0.033783,0.020423,0.023653,0.017112,0.016507,0.015855,0.014862,0.013609,0.012114,0.014247,0.012350,0.011256,0.009432,26.919578,3.089697,0.720796,0.352689,0.227876,0.152507,0.114403,0.087179,0.066911,0.055910,0.048551,0.039176,0.037772,0.027068,0.022949,0.019785,0.021161,0.019268,0.017654,0.014951,0.013899,0.012818,0.013378,0.011345,0.011480,0.009877,0.010069,0.009180,0.008964,0.008648,0.007381,0.007229,0.006758,0.006906,0.007727,0.007198,0.006682,0.006772,0.006338,0.006007,0.006199,0.006470,0.006342,0.006267,0.005657,0.006156,0.005779,0.006454,0.006289,0.006051,0.089409,0.073197,0.579651,0.080380,0.477912,0.094614,0.253835,0.425676,0.401507,0.057348,0.098432,0.626077,0.064435,0.085025,0.409752,0.489593,0.408788,0.094672,0.270297,0.133195,0.576071,0.081955,0.204982,0.593899,0.323959,0.083958,0.252768,0.375561,0.254559,0.114949,0.080694,0.627640,0.095290,0.116124,0.133483,0.583192,0.116802,0.344922,0.302474,0.316714,0.337130,0.559649,0.387786,0.257199,0.179424,0.357716,0.086035,0.101858,0.475631,0.464367,0.503720,0.159677,0.097656,0.351614,0.327950,0.677192,0.194311,0.092603,0.579480,0.099589,0.095884,0.083813,0.159982,0.069504,0.736513,0.459174,0.440341,0.140408,0.095316,0.097303,0.087997,0.044321,0.304175,0.152541,0.325396,0.724005,0.301461,0.089574,0.091522,0.111481,0.366656,0.042972,23.382410,1.266004,1.130330,0.892833,0.791733,0.713837
6,2051,0.865854,0.859512,0.921951,74095.379033,54,52,2271.479868,167.959736,0.512611,51.101999,0.730413,2.564971,2.792708,1.403301,56.072532,48.145056,62.254782,182.645707,0.907403,9486896.152328,37.962963,54,56,0.902936,9664.542021,56.611695,52.000000,0.166364,0.000633,0.000196,0.000007,-0.000000,-0.000000,0.000000,1,1.951697,0.631564,0.687137,-0.418542,2051,74095.379033,2271.479868,167.959736,56.072532,48.145056,182.645707,9664.542021,66.713165,101.071185,6.843983,0.064061,0.976920,0.009771,0.023209,0.030602,0.028657,0.028493,0.025555,0.023498,0.020237,0.023527,0.019741,0.015987,0.020015,0.023840,0.016480,0.028461,0.026576,0.031441,0.028030,0.027283,0.031282,0.032519,0.035062,0.030248,0.028281,0.017875,0.015405,0.018918,0.017094,0.016175,0.013741,0.012512,0.011428,0.012582,0.015663,0.015978,0.019335,0.017980,0.011715,0.013259,0.012131,0.015410,0.014762,0.013795,0.015487,0.019081,0.022158,0.020160,0.022482,0.015853,4.573084,5.241916,1.991491,0.522842,0.314803,0.170563,0.128615,0.092889,0.077215,0.058202,0.043646,0.040042,0.035375,0.026836,0.023250,0.020784,0.019269,0.016203,0.015705,0.013364,0.012831,0.011869,0.011016,0.009529,0.009739,0.009220,0.008410,0.008147,0.007187,0.007346,0.006643,0.006557,0.006006,0.005677,0.005743,0.005360,0.005516,0.004825,0.005313,0.004944,0.004923,0.004735,0.004769,0.004470,0.004883,0.004527,0.004271,0.004202,0.004643,0.004581,0.091938,0.057579,0.757481,0.107797,0.489747,0.085262,0.223580,0.285478,0.155646,0.091034,0.090840,0.798232,0.102725,0.142253,0.247880,0.378292,0.304442,0.135145,0.320358,0.122906,0.816255,0.083301,0.153678,0.248306,0.257531,0.107051,0.214469,0.285368,0.290802,0.258836,0.110346,0.678600,0.137235,0.284730,0.326230,0.296643,0.222480,0.332102,0.343762,0.296724,0.354868,0.379576,0.407814,0.390654,0.212274,0.458533,0.166416,0.228378,0.331556,0.429291,0.391152,0.273988,0.218551,0.373953,0.259614,0.536931,0.261313,0.084029,0.687750,0.108369,0.215121,0.126023,0.148513,0.204893,0.583362,0.504843,0.386114,0.269756,0.165242,0.256067,0.192346,0.105429,0.464327,0.139590,0.397044,0.470758,0.330557,0.152010,0.152620,0.176281,0.445997,0.061482,11.229391,1.990099,1.088787,0.547102,0.919593,0.677910
7,2055,0.795908,0.733074,0.796883,76706.173428,62,66,2915.720598,192.441196,0.656873,51.151806,0.502199,3.780461,3.245459,3.099099,62.221777,46.915297,-26.282405,289.835570,0.855314,14207314.191164,34.216667,60,66,0.704800,11727.757645,67.910268,57.823466,0.184600,0.002579,0.000075,0.000059,0.000000,0.000002,0.000000,1,1.951073,0.649701,0.680878,-0.156900,2055,76706.173428,2915.720598,192.441196,62.221777,46.915297,289.835570,11727.757645,70.118209,122.747932,7.011663,0.070295,-0.225699,0.009038,0.004688,0.006758,0.008520,0.010494,0.008468,0.008026,0.009130,0.011599,0.012857,0.015241,0.018718,0.023469,0.018972,0.032870,0.033941,0.044801,0.050473,0.051498,0.046363,0.039207,0.039275,0.033697,0.033357,0.022446,0.019960,0.023251,0.024218,0.026684,0.023359,0.021955,0.023526,0.019502,0.021178,0.018797,0.026575,0.034170,0.020983,0.024261,0.015773,0.015686,0.013194,0.009493,0.007252,0.006392,0.005593,0.004821,0.004573,0.003935,3.044311,3.212418,1.189962,0.246621,0.232081,0.166428,0.101738,0.072081,0.074189,0.053769,0.052585,0.035322,0.021553,0.021970,0.028518,0.027691,0.026798,0.021622,0.017696,0.016708,0.016206,0.012781,0.010733,0.010538,0.012173,0.011435,0.011729,0.009631,0.008992,0.009497,0.007955,0.006462,0.006044,0.006916,0.006672,0.007275,0.006698,0.006427,0.006018,0.005640,0.005045,0.004743,0.005700,0.005545,0.005688,0.005624,0.005217,0.005608,0.005517,0.005415,0.137237,0.082072,0.692474,0.092265,0.546788,0.055829,0.096224,0.367034,0.200819,0.137002,0.099006,0.772295,0.169908,0.163087,0.271571,0.216384,0.405749,0.185246,0.315376,0.102813,0.771639,0.170666,0.203763,0.314607,0.194802,0.104694,0.275694,0.332515,0.247106,0.187720,0.105028,0.742589,0.089598,0.118891,0.292738,0.350434,0.360401,0.312068,0.371025,0.428653,0.290630,0.323706,0.216647,0.297697,0.355679,0.511099,0.147696,0.259299,0.435131,0.387076,0.369206,0.180360,0.079326,0.368000,0.249047,0.382155,0.255404,0.108227,0.796826,0.105204,0.112260,0.142755,0.189753,0.307603,0.477520,0.506716,0.438306,0.172072,0.275905,0.199519,0.170899,0.231805,0.533572,0.172933,0.332283,0.441191,0.227603,0.285272,0.200288,0.133578,0.434960,0.024463,7.090227,1.047227,0.858482,0.819767,0.663967,0.518434
8,5594,0.781356,0.747003,0.796565,340270.089101,110,101,7281.175910,321.351820,0.607311,84.394917,0.503510,7.077458,7.162937,6.287736,99.658447,79.175095,-76.552624,445.688384,0.913830,22577965.978815,52.726415,106,107,0.768282,37220.127239,110.651750,92.791574,0.180971,0.001674,0.001118,0.000002,-0.000000,-0.000000,0.000000,1,1.924875,0.647151,0.690913,-0.230802,5594,340270.089101,7281.175910,321.351820,99.658447,79.175095,445.688384,37220.127239,70.328334,100.516446,7.064993,0.070687,3.185125,0.008771,0.010475,0.013621,0.017086,0.022631,0.021607,0.018939,0.016911,0.019176,0.023180,0.022174,0.026657,0.032007,0.020461,0.025426,0.021895,0.027842,0.029515,0.027083,0.034262,0.030252,0.031595,0.029895,0.040029,0.036562,0.025310,0.029413,0.028697,0.026005,0.027028,0.021727,0.016224,0.013383,0.013888,0.009224,0.011662,0.017379,0.012141,0.014758,0.014018,0.017209,0.016469,0.012829,0.013788,0.012837,0.014449,0.011751,0.011524,0.009010,9.334271,3.566089,0.707769,0.332323,0.167086,0.182591,0.134310,0.081099,0.082236,0.069722,0.045938,0.034380,0.032063,0.022339,0.020862,0.020723,0.018048,0.017323,0.014508,0.013865,0.012976,0.011441,0.009912,0.010243,0.009156,0.008951,0.008845,0.007846,0.007084,0.007152,0.006938,0.006276,0.006858,0.007074,0.006405,0.005949,0.006130,0.005869,0.005257,0.005134,0.005549,0.005188,0.005321,0.005189,0.004986,0.005092,0.005200,0.005448,0.004948,0.005531,0.081718,0.121582,0.711524,0.107395,0.487925,0.090614,0.230494,0.373819,0.146933,0.117473,0.129426,0.652352,0.254705,0.194816,0.156434,0.395800,0.471311,0.194408,0.288215,0.119761,0.648951,0.275050,0.213656,0.190825,0.377548,0.283515,0.317510,0.226010,0.213935,0.214756,0.172767,0.581933,0.173344,0.329907,0.461311,0.369921,0.137702,0.235307,0.403228,0.272154,0.203976,0.264653,0.571916,0.435056,0.246978,0.258602,0.253623,0.442742,0.265199,0.178150,0.307354,0.577495,0.227039,0.301988,0.277758,0.446366,0.346019,0.184932,0.602671,0.182282,0.224154,0.190789,0.294268,0.193600,0.371835,0.684428,0.232327,0.179895,0.232267,0.350788,0.240498,0.186112,0.289133,0.276294,0.652287,0.205552,0.203993,0.267179,0.345691,0.214684,0.306174,0.028162,12.551370,1.139192,1.012078,0.888417,0.721024,0.492770
9,2374,0.885847,0.489469,0.914490,47983.748958,123,39,2850.583493,259.166985,0.929526,54.978820,0.494893,2.746072,16.443742,1.698125,92.738580,34.197960,-86.056007,267.137085,0.881504,14065322.689725,25.752968,38,123,0.832812,7646.650433,123.197784,38.620455,0.257104,0.038240,0.000298,0.000045,0.000000,0.000000,-0.000000,1,2.560879,0.787063,0.722076,0.455177,2374,47983.748958,2850.583493,259.166985,92.738580,34.197960,267.137085,7646.650433,60.945461,100.230413,6.728587,0.054035,1.185331,0.011026,0.001650,0.002199,0.002092,0.002436,0.002440,0.002605,0.002869,0.003443,0.004606,0.006205,0.009553,0.013999,0.014004,0.026501,0.027891,0.041337,0.044169,0.043705,0.049047,0.062178,0.067823,0.051770,0.058762,0.042082,0.061301,0.088545,0.077038,0.041342,0.036450,0.020294,0.009672,0.007863,0.009925,0.008995,0.008282,0.008219,0.005653,0.005831,0.004489,0.004468,0.003667,0.002701,0.002246,0.002048,0.002142,0.002090,0.001887,0.001488,3.386430,3.223052,1.751810,0.515646,0.240320,0.190987,0.116667,0.082821,0.080584,0.058009,0.046768,0.040660,0.032871,0.026969,0.026427,0.021649,0.018619,0.016025,0.014672,0.013646,0.012799,0.011664,0.010454,0.010767,0.009795,0.008591,0.008753,0.008179,0.007703,0.007570,0.007355,0.006596,0.006407,0.005949,0.005759,0.005741,0.005542,0.005063,0.005054,0.005103,0.004809,0.004739,0.004991,0.004746,0.004648,0.004916,0.004932,0.005013,0.004832,0.004634,0.050721,0.085995,0.817693,0.147299,0.355681,0.055205,0.181806,0.360222,0.085688,0.050613,0.127641,0.793708,0.146451,0.054903,0.134730,0.412214,0.363147,0.082234,0.182802,0.137276,0.803602,0.092982,0.061755,0.149078,0.466734,0.115520,0.189981,0.092030,0.351637,0.337782,0.227007,0.419812,0.108691,0.389441,0.585715,0.139533,0.073095,0.290942,0.439105,0.293827,0.074461,0.161161,0.602392,0.472503,0.114928,0.204139,0.207390,0.525515,0.240382,0.077364,0.181020,0.660026,0.249957,0.210950,0.104375,0.487208,0.475819,0.167183,0.493522,0.143832,0.352047,0.312002,0.108836,0.082823,0.377336,0.713836,0.273068,0.089372,0.117404,0.399720,0.273385,0.101695,0.227964,0.175770,0.760829,0.266058,0.092100,0.111076,0.295077,0.260566,0.302825,0.033267,8.886823,9.683470,5.988095,0.618383,0.970165,0.507916
10,11116,0.925263,0.936505,0.930479,904220.527939,147,121,12976.597125,411.194249,0.335944,118.967772,0.624951,3.904645,3.397217,3.830130,123.446851,116.272382,-77.718002,506.794985,0.956208,22531317.473230,91.892562,121,145,0.856619,61713.869970,147.084949,119.870490,0.161680,0.000093,0.000043,0.000001,-0.000000,0.000000,0.000000,1,1.904628,0.641205,0.704521,-0.394528,11116,904220.527939,12976.597125,411.194249,123.446851,116.272382,506.794985,61713.869970,61.297819,45.341940,6.338339,0.054628,6.568347,0.021269,0.017177,0.019231,0.016312,0.020965,0.021420,0.022430,0.021825,0.019175,0.018396,0.015098,0.016231,0.023280,0.018433,0.026113,0.029074,0.029977,0.024834,0.025261,0.028657,0.028766,0.028429,0.025460,0.030338,0.027283,0.027596,0.033876,0.036574,0.041242,0.031215,0.021464,0.016272,0.017958,0.015746,0.013033,0.011752,0.015734,0.008866,0.012141,0.010544,0.010936,0.009297,0.009579,0.010063,0.012906,0.017032,0.020103,0.023429,0.018478,24.772249,3.457401,0.830193,0.317538,0.235888,0.138924,0.103712,0.092282,0.079936,0.061534,0.052653,0.042926,0.036981,0.032367,0.028146,0.026021,0.022993,0.018687,0.016472,0.015133,0.014028,0.013278,0.012187,0.011120,0.011292,0.009105,0.009141,0.008354,0.008071,0.007616,0.007175,0.006826,0.007049,0.006498,0.006244,0.006244,0.006140,0.005859,0.005831,0.005541,0.005324,0.005896,0.005398,0.005439,0.005443,0.005367,0.005216,0.005214,0.005149,0.005483,0.127574,0.096323,0.612940,0.076541,0.431485,0.068973,0.341762,0.458957,0.272969,0.037266,0.096771,0.628556,0.080170,0.088824,0.264979,0.616571,0.352801,0.070738,0.300030,0.117502,0.618390,0.113274,0.262240,0.442157,0.408209,0.093281,0.247646,0.489403,0.166781,0.219327,0.091695,0.618911,0.077164,0.193940,0.195162,0.459835,0.084290,0.181344,0.365128,0.555752,0.384191,0.473187,0.326180,0.170811,0.103687,0.379786,0.083087,0.137062,0.397227,0.579724,0.432285,0.137422,0.096746,0.347977,0.379727,0.591136,0.334310,0.101090,0.556607,0.111897,0.143989,0.093841,0.180307,0.062414,0.525460,0.720390,0.359366,0.142759,0.112099,0.155039,0.107972,0.056997,0.353498,0.100856,0.516863,0.533470,0.374997,0.130520,0.124653,0.131597,0.350163,0.043280,21.933919,0.886972,0.870045,0.980916,0.811362,0.633742
11,2335,0.890223,0.454974,0.938250,139245.596583,100,38,2563.944623,218.889246,0.930743,54.525355,0.614474,1.924814,13.680731,1.053732,90.956779,33.260474,-83.450566,231.166522,0.895940,12389945.381833,66.628571,35,100,0.910706,18454.297114,100.717047,35.333281,0.250947,0.036768,0.000337,0.000078,0.000000,0.000009,0.000000,1,2.449718,0.718345,0.666707,0.358796,2335,139245.596583,2563.944623,218.889246,90.956779,33.260474,231.166522,18454.297114,62.533184,98.345182,7.002993,0.056726,1.441094,0.009472,0.002141,0.002649,0.003086,0.003624,0.003354,0.003642,0.003577,0.004331,0.005548,0.006505,0.009217,0.012622,0.013042,0.029270,0.037617,0.042585,0.041790,0.040527,0.051884,0.068659,0.085025,0.077604,0.074115,0.052521,0.046924,0.062042,0.045633,0.024595,0.019291,0.019970,0.016317,0.014049,0.014384,0.010697,0.010156,0.008636,0.004145,0.003446,0.002944,0.003145,0.002881,0.002558,0.002415,0.002090,0.002258,0.002287,0.002296,0.001908,3.696556,3.665653,2.094194,0.614890,0.250608,0.207839,0.123734,0.082706,0.075639,0.052704,0.046777,0.041028,0.033272,0.025485,0.023656,0.020313,0.018160,0.015599,0.014373,0.013188,0.012884,0.011269,0.010577,0.009434,0.009003,0.008654,0.008237,0.007538,0.007315,0.006485,0.006308,0.006169,0.005731,0.005441,0.005717,0.005115,0.004947,0.005225,0.004917,0.004743,0.004556,0.004342,0.004402,0.004926,0.004519,0.004038,0.004150,0.004266,0.003962,0.004211,0.043858,0.107549,0.810895,0.116408,0.335381,0.050009,0.141645,0.416222,0.084396,0.040571,0.140393,0.797195,0.164505,0.045648,0.104357,0.397937,0.375031,0.063909,0.185513,0.128011,0.814375,0.158054,0.064731,0.154214,0.424290,0.098803,0.207976,0.075360,0.370447,0.527425,0.141939,0.363207,0.094195,0.283906,0.570822,0.107393,0.058141,0.280516,0.684273,0.219331,0.046405,0.144047,0.438944,0.423706,0.080576,0.236079,0.148454,0.665412,0.297989,0.091250,0.220905,0.485314,0.201202,0.239831,0.097153,0.415697,0.560058,0.112127,0.494768,0.135655,0.339920,0.323124,0.091466,0.080320,0.293071,0.805232,0.143979,0.070698,0.140620,0.389669,0.234734,0.082546,0.256145,0.104586,0.755062,0.222851,0.112495,0.151269,0.293911,0.226234,0.361339,0.043696,10.100944,12.983122,7.107562,0.547446,0.946890,0.666286
