roi_number,Area,B180,B90,Bflip,Biovolume,BoundingBox_xwidth,BoundingBox_ywidth,ConvexArea,ConvexPerimeter,Eccentricity,EquivDiameter,Extent,H180,H90,Hflip,MajorAxisLength,MinorAxisLength,Orientation,Perimeter,RWcenter2total_powerratio,RWhalfpowerintegral,RepresentativeWidth,RotatedBoundingBox_xwidth,RotatedBoundingBox_ywidth,Solidity,SurfaceArea,maxFeretDiameter,minFeretDiameter,moment_invariant1,moment_invariant2,moment_invariant3,moment_invariant4,moment_invariant5,moment_invariant6,moment_invariant7,numBlobs,shapehist_kurtosis_normEqD,shapehist_mean_normEqD,shapehist_median_normEqD,shapehist_skewness_normEqD,summedArea,summedBiovolume,summedConvexArea,summedConvexPerimeter,summedMajorAxisLength,summedMinorAxisLength,summedPerimeter,summedSurfaceArea,texture_average_contrast,texture_average_gray_level,texture_entropy,texture_smoothness,texture_third_moment,texture_uniformity,Wedge01,Wedge02,Wedge03,Wedge04,Wedge05,Wedge06,Wedge07,Wedge08,Wedge09,Wedge10,Wedge11,Wedge12,Wedge13,Wedge14,Wedge15,Wedge16,Wedge17,Wedge18,Wedge19,Wedge20,Wedge21,Wedge22,Wedge23,Wedge24,Wedge25,Wedge26,Wedge27,Wedge28,Wedge29,Wedge30,Wedge31,Wedge32,Wedge33,Wedge34,Wedge35,Wedge36,Wedge37,Wedge38,Wedge39,Wedge40,Wedge41,Wedge42,Wedge43,Wedge44,Wedge45,Wedge46,Wedge47,Wedge48,Ring01,Ring02,Ring03,Ring04,Ring05,Ring06,Ring07,Ring08,Ring09,Ring10,Ring11,Ring12,Ring13,Ring14,Ring15,Ring16,Ring17,Ring18,Ring19,Ring20,Ring21,Ring22,Ring23,Ring24,Ring25,Ring26,Ring27,Ring28,Ring29,Ring30,Ring31,Ring32,Ring33,Ring34,Ring35,Ring36,Ring37,Ring38,Ring39,Ring40,Ring41,Ring42,Ring43,Ring44,Ring45,Ring46,Ring47,Ring48,Ring49,Ring50,HOG01,HOG02,HOG03,HOG04,HOG05,HOG06,HOG07,HOG08,HOG09,HOG10,HOG11,HOG12,HOG13,HOG14,HOG15,HOG16,HOG17,HOG18,HOG19,HOG20,HOG21,HOG22,HOG23,HOG24,HOG25,HOG26,HOG27,HOG28,HOG29,HOG30,HOG31,HOG32,HOG33,HOG34,HOG35,HOG36,HOG37,HOG38,HOG39,HOG40,HOG41,HOG42,HOG43,HOG44,HOG45,HOG46,HOG47,HOG48,HOG49,HOG50,HOG51,HOG52,HOG53,HOG54,HOG55,HOG56,HOG57,HOG58,HOG59,HOG60,HOG61,HOG62,HOG63,HOG64,HOG65,HOG66,HOG67,HOG68,HOG69,HOG70,HOG71,HOG72,HOG73,HOG74,HOG75,HOG76,HOG77,HOG78,HOG79,HOG80,HOG81,Area_over_PerimeterSquared,Area_over_Perimeter,H90_over_Hflip,H90_over_H180,Hflip_over_H180,summedConvexPerimeter_over_Perimeter,rotated_BoundingBox_solidity
23,2768,0.793353,0.431358,0.799133,50160.110512,165,38,4424.717492,350.434984,0.955251,59.366043,0.441467,2.718452,26.277324,2.658833,118.215778,34.967665,89.645054,413.599026,0.840470,21955967.099102,23.092827,38,165,0.625577,9157.925104,165.365390,38.000000,0.343032,0.082849,0.000986,0.000688,0.000001,0.000198,-0.000000,1,2.397122,0.960789,0.841474,0.530412,2768.000000,50160.110512,4424.717492,350.434984,118.215778,34.967665,413.599026,9157.925104,63.557386,98.280347,6.730940,0.058489,1.267752,0.010779,0.004969,0.007642,0.007482,0.008178,0.006974,0.006936,0.007782,0.009417,0.010678,0.009885,0.011555,0.013985,0.010149,0.016343,0.015979,0.022795,0.028911,0.030685,0.035606,0.051232,0.060466,0.049176,0.060548,0.057410,0.085906,0.067004,0.044647,0.045812,0.035615,0.031256,0.019096,0.011797,0.012073,0.009096,0.010076,0.009192,0.005965,0.007218,0.006795,0.007749,0.007907,0.006526,0.005183,0.004701,0.005960,0.005740,0.005873,0.004033,2.553678,2.180597,1.145883,0.378384,0.247504,0.197768,0.109424,0.078612,0.072934,0.050630,0.042844,0.035995,0.031101,0.028611,0.025570,0.022474,0.022150,0.018766,0.016381,0.015260,0.013971,0.013082,0.012271,0.011605,0.010967,0.009340,0.008515,0.008832,0.008998,0.008130,0.008234,0.007573,0.006556,0.006287,0.006546,0.006436,0.006805,0.006794,0.006033,0.005905,0.006208,0.005924,0.005379,0.005839,0.005383,0.005247,0.005527,0.005548,0.004913,0.005053,0.035932,0.086170,0.830902,0.078782,0.277047,0.054160,0.358596,0.292221,0.031717,0.034220,0.123949,0.795397,0.067365,0.047211,0.055936,0.541041,0.218431,0.021808,0.170275,0.141484,0.837625,0.078034,0.070559,0.076475,0.441321,0.093250,0.170286,0.049039,0.372500,0.423539,0.094837,0.369665,0.102307,0.547833,0.469669,0.051290,0.029968,0.239173,0.476620,0.150886,0.077679,0.101081,0.740831,0.355112,0.027880,0.222268,0.221649,0.456795,0.209237,0.112056,0.123098,0.715235,0.252497,0.214475,0.072292,0.526776,0.581952,0.104155,0.457229,0.160182,0.281181,0.222461,0.067048,0.045648,0.338086,0.805453,0.173989,0.077214,0.133599,0.334026,0.257869,0.052018,0.288985,0.210739,0.727822,0.237912,0.105658,0.121443,0.313320,0.296947,0.271089,0.016181,6.692472,9.883030,9.666284,0.978069,0.847282,0.441467
24,3607,0.973421,0.840812,0.969991,175658.488034,71,68,3788.901287,223.802573,0.679700,67.768540,0.747100,1.320007,4.963819,1.198388,79.408854,58.245607,47.476694,239.338095,0.932310,11988331.083824,53.830769,65,74,0.951991,16411.487578,85.583911,61.226890,0.168000,0.002547,0.000003,0.000000,0.000000,0.000000,0.000000,1,2.016957,0.635776,0.699166,-0.350904,3607.000000,175658.488034,3788.901287,223.802573,79.408854,58.245607,239.338095,16411.487578,58.691966,73.840311,6.736429,0.050310,3.064509,0.011693,0.029035,0.032080,0.026135,0.025621,0.021063,0.016850,0.014356,0.013995,0.011799,0.009449,0.009746,0.008923,0.006251,0.009872,0.006677,0.007326,0.011023,0.015078,0.016499,0.021382,0.026896,0.026109,0.029472,0.026289,0.027258,0.037640,0.039328,0.047213,0.038352,0.035576,0.029959,0.026780,0.020091,0.015695,0.014589,0.012695,0.008613,0.013392,0.014062,0.019292,0.021346,0.019107,0.014905,0.016817,0.022080,0.025833,0.033098,0.024348,9.583808,6.146727,1.566408,0.426287,0.245146,0.186725,0.137592,0.082947,0.070872,0.057914,0.048935,0.035308,0.028721,0.031184,0.025015,0.020374,0.017863,0.017084,0.016677,0.012441,0.012856,0.012755,0.010821,0.009422,0.009249,0.009554,0.008175,0.007533,0.007701,0.007191,0.006968,0.005968,0.006056,0.005963,0.005671,0.005397,0.005421,0.005543,0.004891,0.005092,0.005109,0.004942,0.005035,0.004747,0.004615,0.004834,0.004315,0.004509,0.004656,0.004460,0.168579,0.089712,0.699438,0.103813,0.482703,0.100406,0.264488,0.311918,0.230674,0.178329,0.100577,0.700003,0.103650,0.139327,0.310246,0.441111,0.318268,0.213999,0.283364,0.102533,0.756440,0.100808,0.193325,0.326204,0.309497,0.115047,0.272066,0.460247,0.288881,0.151184,0.127858,0.685453,0.106282,0.194438,0.232416,0.304219,0.464125,0.338248,0.211587,0.242864,0.309489,0.386659,0.374725,0.300617,0.300574,0.385975,0.163049,0.176237,0.261018,0.537704,0.397212,0.302771,0.206603,0.379460,0.327606,0.545020,0.208101,0.115392,0.704299,0.075188,0.108700,0.116331,0.109387,0.268009,0.616022,0.599504,0.238478,0.205814,0.127507,0.195935,0.164198,0.091873,0.300516,0.258943,0.571126,0.297015,0.440587,0.163315,0.189615,0.192225,0.366799,0.062968,15.070731,4.142079,3.760448,0.907865,0.935090,0.727443
25,807,0.828996,0.800496,0.862454,18417.325132,38,41,1152.546180,124.092360,0.543519,32.054708,0.517972,2.098679,2.324587,1.597973,36.642415,30.757531,-0.312981,142.089358,0.821909,6974992.418688,21.236842,38,41,0.700189,4540.714196,44.597697,37.107893,0.177033,0.000941,0.000546,0.000002,-0.000000,0.000000,-0.000000,1,2.037286,0.651216,0.701058,-0.297716,807.000000,18417.325132,1152.546180,124.092360,36.642415,30.757531,142.089358,4540.714196,62.535671,77.951673,6.315043,0.056730,1.561002,0.020233,0.017865,0.030376,0.024645,0.025216,0.022471,0.025718,0.026052,0.028484,0.027500,0.027013,0.035400,0.044312,0.034178,0.036015,0.026604,0.028097,0.027979,0.024356,0.023890,0.024153,0.022242,0.015512,0.014971,0.011061,0.010667,0.014913,0.014634,0.014403,0.013380,0.012659,0.014075,0.015375,0.015595,0.014664,0.021281,0.028510,0.023212,0.032739,0.019486,0.014002,0.012592,0.010152,0.009334,0.008845,0.009596,0.011683,0.018869,0.015225,1.207641,2.086033,1.652276,0.500348,0.143695,0.141395,0.110373,0.075400,0.092304,0.076780,0.047317,0.029124,0.028688,0.025902,0.028099,0.026716,0.019864,0.015663,0.018405,0.017034,0.013467,0.014669,0.015888,0.011962,0.010428,0.010561,0.010071,0.008525,0.008113,0.007897,0.007535,0.007254,0.007481,0.007207,0.006200,0.005853,0.006236,0.005773,0.005853,0.005904,0.005434,0.005753,0.005857,0.005711,0.005749,0.005733,0.005495,0.006031,0.005988,0.004777,0.134595,0.098307,0.707127,0.072464,0.588410,0.063113,0.101193,0.214682,0.245765,0.118305,0.099729,0.819369,0.081448,0.235042,0.274941,0.213692,0.252715,0.240190,0.313351,0.097583,0.771531,0.091316,0.251549,0.291880,0.190817,0.103429,0.305138,0.375960,0.169782,0.145952,0.063392,0.803049,0.076831,0.100139,0.136911,0.353473,0.414657,0.217680,0.290394,0.282483,0.597087,0.213055,0.192095,0.169785,0.385895,0.410356,0.132328,0.225364,0.295764,0.599762,0.226700,0.189114,0.107688,0.466221,0.310422,0.244548,0.114057,0.074013,0.877433,0.085798,0.080268,0.100699,0.177516,0.436205,0.393564,0.348871,0.440540,0.463998,0.154706,0.134082,0.165652,0.233231,0.459200,0.154621,0.291910,0.387546,0.408498,0.140269,0.143887,0.115725,0.556040,0.039971,5.679525,1.454710,1.107643,0.761419,0.873340,0.517972
26,3881,0.725748,0.754386,0.737358,181423.834152,98,93,7090.204196,314.408392,0.468566,70.295396,0.425828,4.017666,4.015393,3.859108,81.630163,72.114426,24.672424,531.943218,0.856132,25778083.160390,41.677419,95,94,0.547375,30148.052599,111.770454,86.572311,0.191009,0.000555,0.000081,0.000015,-0.000000,0.000000,-0.000000,1,2.038653,0.697864,0.745865,-0.214006,3881.000000,181423.834152,7090.204196,314.408392,81.630163,72.114426,531.943218,30148.052599,75.976950,115.931203,7.085374,0.081535,1.125917,0.008836,0.023533,0.027439,0.025611,0.027434,0.025045,0.021618,0.016287,0.018090,0.022969,0.016698,0.017694,0.023027,0.018237,0.020433,0.017711,0.017362,0.019172,0.016865,0.016458,0.019879,0.020070,0.018092,0.022050,0.020956,0.032362,0.039525,0.028437,0.025089,0.020238,0.018217,0.017460,0.020028,0.021959,0.021027,0.018927,0.025255,0.017393,0.021788,0.013826,0.015460,0.015917,0.016369,0.017266,0.015612,0.019607,0.023538,0.023611,0.018356,4.836055,2.333977,0.460880,0.235690,0.167807,0.152996,0.126327,0.092461,0.063641,0.042141,0.043296,0.039351,0.033097,0.025810,0.021538,0.021513,0.020640,0.019861,0.018259,0.013801,0.015141,0.014784,0.012996,0.012719,0.011416,0.010484,0.009591,0.009033,0.008938,0.008966,0.009341,0.009461,0.008376,0.007591,0.007565,0.007518,0.007843,0.007261,0.006336,0.006219,0.006120,0.006765,0.007055,0.007270,0.005839,0.005865,0.005983,0.006108,0.006153,0.006799,0.111112,0.113295,0.688256,0.158655,0.457348,0.110527,0.339380,0.298011,0.224893,0.077926,0.134855,0.724800,0.219682,0.123582,0.220196,0.461593,0.312979,0.165423,0.286607,0.137166,0.769602,0.191728,0.154630,0.219721,0.290693,0.185800,0.280682,0.288570,0.437729,0.362975,0.204101,0.587907,0.114978,0.245446,0.249043,0.265688,0.233845,0.476046,0.445503,0.349952,0.228577,0.320956,0.403146,0.218886,0.179049,0.439048,0.298488,0.300675,0.339534,0.313262,0.395567,0.368504,0.135103,0.322175,0.258129,0.461001,0.344529,0.160077,0.694318,0.120999,0.177957,0.149185,0.160866,0.317612,0.576656,0.442329,0.319381,0.271547,0.287113,0.252210,0.145803,0.167004,0.513120,0.302206,0.256978,0.326999,0.326307,0.337590,0.221244,0.119025,0.434573,0.013716,7.295892,1.040498,0.999434,0.960535,0.591056,0.434043
27,2434,0.942166,0.921247,0.938884,94247.256009,62,58,2686.771759,184.543518,0.389316,55.669247,0.676863,1.234168,1.760564,1.287197,58.294438,53.695250,-48.414591,202.858910,0.917633,9571763.159949,42.771930,57,62,0.905920,11552.213494,63.411335,56.655033,0.161227,0.000175,0.000024,0.000000,0.000000,0.000000,-0.000000,1,1.949287,0.631939,0.701487,-0.469419,2434.000000,94247.256009,2686.771759,184.543518,58.294438,53.695250,202.858910,11552.213494,69.503960,96.769104,7.030703,0.069154,2.183937,0.008874,0.011398,0.014637,0.012301,0.012198,0.010971,0.011539,0.013594,0.016828,0.020440,0.024929,0.031375,0.034294,0.030536,0.043100,0.037928,0.040039,0.028940,0.023782,0.019427,0.020734,0.023336,0.021749,0.023260,0.018150,0.019830,0.026820,0.022501,0.025648,0.022314,0.020147,0.019450,0.020249,0.014291,0.011959,0.014540,0.018784,0.013497,0.020096,0.019385,0.023537,0.025317,0.025230,0.022754,0.020635,0.018055,0.012855,0.009909,0.006714,6.290738,6.303322,1.940719,0.631630,0.303701,0.148022,0.116743,0.093457,0.079238,0.060609,0.053974,0.039432,0.033977,0.027957,0.028511,0.022220,0.020455,0.017901,0.015595,0.016069,0.014445,0.012561,0.011146,0.011517,0.009994,0.009222,0.008867,0.007609,0.007783,0.007589,0.007485,0.006846,0.006740,0.005957,0.006070,0.006224,0.006002,0.005555,0.005631,0.005366,0.005394,0.005721,0.005014,0.004910,0.004522,0.005019,0.005015,0.005182,0.005179,0.005160,0.072932,0.065555,0.734594,0.098004,0.470794,0.062215,0.120742,0.408760,0.184306,0.066797,0.088065,0.763082,0.135533,0.125322,0.208355,0.351983,0.420235,0.165866,0.262333,0.105034,0.806547,0.142050,0.136250,0.237739,0.341881,0.105475,0.215313,0.426353,0.196264,0.162186,0.123371,0.678451,0.087205,0.113434,0.430040,0.269211,0.399648,0.205869,0.355168,0.384767,0.274007,0.367686,0.196262,0.451938,0.265835,0.441345,0.118451,0.329247,0.439046,0.335428,0.455306,0.201701,0.138423,0.332200,0.468192,0.362592,0.246675,0.144612,0.724296,0.095897,0.075504,0.101906,0.132941,0.460592,0.365568,0.545516,0.479963,0.199264,0.174663,0.118411,0.125398,0.162180,0.434505,0.104715,0.455454,0.506056,0.246277,0.216310,0.129609,0.135712,0.440509,0.059147,11.998487,1.367750,1.426518,1.042967,0.909714,0.689870
28,229,0.365217,0.221739,0.460870,870.751988,27,37,746.551483,105.102967,0.920722,17.075475,0.229229,2.559880,5.738227,2.606873,42.394828,16.543299,17.287424,124.533009,0.410093,6130154.393035,4.912661,26,36,0.306744,849.052864,38.948596,26.505706,0.562762,0.171417,0.056203,0.019118,0.000625,0.007658,-0.000051,1,2.055756,0.969792,0.886227,0.339502,229.000000,870.751988,746.551483,105.102967,42.394828,16.543299,124.533009,849.052864,81.305711,81.179039,5.258999,0.092281,3.659013,0.071147,0.018448,0.023430,0.024415,0.025232,0.020883,0.020144,0.019419,0.019590,0.019269,0.017122,0.016511,0.019861,0.014747,0.018934,0.020481,0.027771,0.030865,0.032167,0.034559,0.033730,0.027502,0.019745,0.015513,0.010044,0.011718,0.014974,0.017133,0.021569,0.024102,0.022592,0.020233,0.021488,0.022794,0.020524,0.021112,0.024137,0.016548,0.022428,0.018499,0.025039,0.025031,0.022932,0.021649,0.018726,0.016481,0.014297,0.012978,0.012635,0.113909,0.231840,0.267565,0.190034,0.134220,0.092751,0.094568,0.093161,0.080259,0.064522,0.059575,0.038852,0.031972,0.026007,0.020945,0.020083,0.026635,0.020570,0.014720,0.015514,0.015525,0.013918,0.013716,0.012901,0.013224,0.014116,0.014304,0.010850,0.009100,0.008594,0.009047,0.009700,0.009520,0.011542,0.012949,0.010569,0.010018,0.010780,0.008764,0.007236,0.006733,0.006603,0.006665,0.006995,0.006555,0.006088,0.006815,0.008110,0.008114,0.008604,0.083186,0.052428,0.744606,0.074579,0.607616,0.052814,0.082902,0.165232,0.155461,0.079985,0.043127,0.896723,0.066190,0.148128,0.213191,0.218211,0.195642,0.173098,0.284260,0.078398,0.839473,0.068985,0.154043,0.206417,0.183125,0.067135,0.314953,0.360886,0.138188,0.064519,0.049365,0.856967,0.066620,0.088541,0.188466,0.248743,0.467355,0.199404,0.198170,0.267170,0.512249,0.379453,0.259106,0.243168,0.313866,0.475568,0.118371,0.200303,0.255198,0.481051,0.364378,0.218521,0.084856,0.485221,0.315926,0.220982,0.104573,0.069627,0.899365,0.074352,0.072891,0.065334,0.107724,0.492713,0.417302,0.427459,0.365386,0.452122,0.159849,0.098445,0.082667,0.142719,0.514882,0.194211,0.352187,0.314291,0.395179,0.160474,0.095409,0.106261,0.521582,0.014766,1.838870,2.201191,2.241600,1.018358,0.843977,0.245726
29,2388,0.970687,0.941374,0.977387,91581.876442,59,55,2502.947404,175.894808,0.393250,55.140693,0.735901,1.262182,1.508517,0.985974,57.572561,52.934042,83.788873,183.923882,0.920966,9318081.910434,42.642857,56,59,0.954075,10572.520290,59.211266,53.720709,0.160020,0.000180,0.000001,0.000000,-0.000000,-0.000000,0.000000,1,1.953905,0.624336,0.689385,-0.481887,2388.000000,91581.876442,2502.947404,175.894808,57.572561,52.934042,183.923882,10572.520290,66.257307,98.179229,6.881270,0.063243,2.019910,0.010037,0.016390,0.021126,0.021739,0.023516,0.020591,0.020556,0.019570,0.021714,0.020108,0.016376,0.018206,0.023500,0.019258,0.025401,0.019152,0.021918,0.022883,0.022971,0.027727,0.030508,0.034528,0.029765,0.031675,0.022923,0.023854,0.029500,0.025448,0.028734,0.024502,0.021533,0.018947,0.019233,0.018941,0.015870,0.016705,0.016670,0.012127,0.017697,0.013499,0.015342,0.015731,0.014575,0.014815,0.016334,0.018368,0.016587,0.019051,0.013840,6.175097,6.068176,1.904261,0.482870,0.278362,0.197718,0.117343,0.088781,0.073598,0.056284,0.044051,0.036526,0.033698,0.026168,0.021776,0.022213,0.018018,0.016659,0.014870,0.013629,0.012397,0.011000,0.011256,0.009405,0.009096,0.008125,0.008557,0.006446,0.007254,0.007117,0.006354,0.006439,0.006373,0.005820,0.005363,0.005759,0.005523,0.005059,0.005411,0.005021,0.004375,0.004569,0.004964,0.004509,0.004507,0.004698,0.004815,0.004560,0.004227,0.004443,0.062300,0.062828,0.739348,0.144002,0.526356,0.101904,0.171833,0.272599,0.183101,0.119905,0.123199,0.781271,0.141086,0.170571,0.261351,0.307703,0.325129,0.205829,0.363540,0.150773,0.768293,0.094501,0.149034,0.245343,0.226112,0.127805,0.309895,0.274912,0.239798,0.209258,0.163075,0.749539,0.227193,0.181123,0.257698,0.289650,0.342851,0.296927,0.224633,0.344785,0.378015,0.432085,0.207082,0.341670,0.368423,0.505786,0.182961,0.145093,0.323634,0.356057,0.353224,0.157467,0.209081,0.514644,0.264721,0.447949,0.220878,0.102827,0.753138,0.215197,0.185925,0.083291,0.121943,0.319036,0.534008,0.457004,0.368896,0.294204,0.255426,0.203870,0.166486,0.216874,0.488910,0.147395,0.357289,0.395091,0.269221,0.141357,0.127592,0.186748,0.558454,0.070592,12.983632,1.529975,1.195165,0.781166,0.956346,0.722760
30,1707,0.957285,0.747806,0.967817,64832.393094,59,40,1787.142413,154.284826,0.742334,46.619952,0.723305,1.124025,5.563830,0.672955,57.082063,38.246690,79.868274,160.160426,0.902446,8361241.996876,43.820513,39,60,0.955156,8591.194716,61.130728,39.461683,0.172759,0.004317,0.000034,0.000001,0.000000,0.000000,0.000000,1,2.098911,0.633301,0.687741,-0.268434,1707.000000,64832.393094,1787.142413,154.284826,57.082063,38.246690,160.160426,8591.194716,66.342333,110.586995,7.003416,0.063395,1.450475,0.009180,0.014355,0.015223,0.011938,0.011754,0.010561,0.011308,0.011121,0.013321,0.015145,0.016186,0.020688,0.023630,0.014811,0.018743,0.016055,0.024295,0.030350,0.024577,0.024052,0.029584,0.038252,0.034177,0.038044,0.031098,0.030955,0.039207,0.036108,0.041365,0.036362,0.033913,0.032334,0.033380,0.029865,0.021857,0.022163,0.023196,0.013908,0.016820,0.011533,0.010457,0.008503,0.007488,0.006652,0.006596,0.008154,0.007930,0.010692,0.011295,3.467499,4.834582,2.491665,0.961355,0.322268,0.175016,0.116454,0.106697,0.077921,0.055857,0.044139,0.034703,0.034300,0.030373,0.024535,0.020708,0.017515,0.017040,0.015857,0.012970,0.012324,0.011059,0.010626,0.010853,0.008955,0.008936,0.008193,0.007093,0.007181,0.007125,0.007136,0.006472,0.005582,0.006394,0.006255,0.005539,0.005799,0.005443,0.005123,0.005175,0.005157,0.005264,0.004581,0.004543,0.004436,0.004665,0.005039,0.004693,0.004343,0.004559,0.061215,0.046259,0.811846,0.093568,0.435038,0.062844,0.160089,0.284503,0.162738,0.058305,0.089467,0.851061,0.084627,0.075863,0.205674,0.340955,0.268628,0.143738,0.256937,0.143634,0.855379,0.065268,0.075904,0.241815,0.262384,0.051483,0.204170,0.262053,0.342889,0.153822,0.127831,0.732879,0.151153,0.152797,0.295321,0.321296,0.231758,0.382070,0.403865,0.261653,0.210616,0.429383,0.408023,0.305207,0.283508,0.435039,0.183354,0.395412,0.283734,0.226108,0.446414,0.372730,0.145784,0.360102,0.236525,0.539881,0.159524,0.095505,0.751029,0.134639,0.112889,0.084971,0.125999,0.207704,0.487246,0.674129,0.262959,0.166896,0.213000,0.296864,0.147813,0.112476,0.354009,0.075860,0.619710,0.308533,0.186392,0.191517,0.290711,0.194357,0.442695,0.066546,10.658064,8.267761,4.949918,0.598701,0.963314,0.730342
31,12518,0.609556,0.244317,0.678312,254079.425244,263,238,36164.934445,748.868891,0.917778,126.247426,0.199987,8.965999,19.401442,8.121649,276.914792,109.961471,-51.305135,1862.394190,0.847470,82055959.244957,25.861037,212,244,0.346136,42497.584937,263.614962,207.180851,0.443193,0.103981,0.010914,0.000518,-0.000000,0.000049,0.000001,1,2.289345,0.865857,0.816550,0.308119,12518.000000,254079.425244,36164.934445,748.868891,276.914792,109.961471,1862.394190,42497.584937,72.344568,129.318581,6.847824,0.074492,-1.042391,0.011553,0.011604,0.011926,0.012597,0.015692,0.014468,0.014177,0.013703,0.015663,0.018719,0.016388,0.017642,0.019016,0.017659,0.048334,0.018359,0.011836,0.013406,0.011609,0.012234,0.012706,0.013094,0.009398,0.013255,0.011299,0.009569,0.012558,0.013554,0.015045,0.013291,0.017379,0.017172,0.024945,0.041030,0.044730,0.042782,0.034997,0.027670,0.037041,0.031303,0.033976,0.050466,0.038577,0.029540,0.025308,0.019898,0.018362,0.014026,0.011994,4.273076,0.890970,0.482108,0.287804,0.216753,0.133462,0.103353,0.087111,0.067674,0.073274,0.049473,0.036288,0.035356,0.027692,0.022670,0.022156,0.020636,0.017303,0.016959,0.013977,0.013551,0.013197,0.013699,0.012202,0.011255,0.010963,0.009995,0.010522,0.009717,0.009213,0.008676,0.008306,0.007879,0.008024,0.008677,0.007860,0.007527,0.007902,0.007278,0.006774,0.006537,0.007044,0.006829,0.007176,0.007101,0.007188,0.006847,0.007186,0.006991,0.006568,0.161406,0.201498,0.677068,0.178016,0.522347,0.198109,0.242637,0.216339,0.159584,0.220643,0.326602,0.606809,0.248589,0.195457,0.378252,0.259367,0.325670,0.244997,0.366008,0.319869,0.519884,0.223475,0.205069,0.423824,0.199421,0.268835,0.331332,0.232310,0.305036,0.347640,0.250004,0.533634,0.302941,0.324554,0.373323,0.219967,0.244200,0.354137,0.388412,0.333645,0.243374,0.347070,0.325524,0.442688,0.266727,0.439294,0.328046,0.276310,0.290930,0.273554,0.424921,0.225360,0.307226,0.371287,0.272206,0.348496,0.317577,0.282652,0.495863,0.335999,0.305642,0.356382,0.210965,0.284081,0.384615,0.390766,0.333564,0.267629,0.381618,0.327750,0.378879,0.197937,0.517888,0.319555,0.294575,0.256994,0.277249,0.355200,0.245506,0.221689,0.405466,0.003609,6.721456,2.388855,2.163891,0.905828,0.402100,0.242364
32,1448,0.852982,0.791262,0.884882,45660.954825,52,44,1701.028799,147.057598,0.614840,42.937756,0.632867,2.334268,2.855068,1.637044,49.626991,39.138429,75.123418,169.716775,0.875690,9104497.044486,34.333333,42,52,0.851250,7368.600195,52.611269,42.440515,0.172302,0.001613,0.000121,0.000004,-0.000000,0.000000,0.000000,1,2.025616,0.632115,0.680198,-0.344735,1448.000000,45660.954825,1701.028799,147.057598,49.626991,39.138429,169.716775,7368.600195,60.289615,78.269337,6.600987,0.052940,2.691431,0.013666,0.012231,0.016036,0.014663,0.015904,0.014871,0.014909,0.015973,0.022548,0.026583,0.022333,0.028439,0.035008,0.021101,0.030437,0.025699,0.032435,0.036937,0.032760,0.035102,0.040198,0.044792,0.031763,0.028248,0.019818,0.023035,0.031153,0.030023,0.029826,0.022437,0.016281,0.014025,0.015246,0.014704,0.013438,0.011110,0.010682,0.007393,0.010293,0.009999,0.011355,0.011128,0.011141,0.014280,0.015151,0.018970,0.016579,0.013201,0.009763,2.577253,3.494866,1.811862,0.348178,0.284332,0.179555,0.145633,0.096377,0.063861,0.051289,0.040016,0.034456,0.030574,0.028572,0.026490,0.018608,0.018222,0.017664,0.013084,0.011792,0.012975,0.010693,0.010169,0.009318,0.008757,0.008848,0.007076,0.006527,0.007146,0.007159,0.007119,0.006277,0.005925,0.006162,0.005573,0.005573,0.005446,0.005422,0.005174,0.004571,0.004621,0.004529,0.004366,0.004626,0.004655,0.004513,0.004468,0.004408,0.004240,0.004320,0.101034,0.056304,0.745719,0.089925,0.487063,0.055761,0.194692,0.361913,0.114940,0.080801,0.076318,0.789586,0.091822,0.074404,0.236977,0.410164,0.348639,0.065508,0.264197,0.101522,0.795067,0.086619,0.103632,0.288257,0.301025,0.062388,0.303179,0.334616,0.383804,0.163762,0.098259,0.713670,0.104000,0.148223,0.362438,0.175444,0.274360,0.417143,0.357920,0.350516,0.200635,0.369350,0.405950,0.374839,0.133318,0.406661,0.148163,0.297975,0.399412,0.292045,0.412807,0.373323,0.127801,0.391088,0.266858,0.503131,0.214315,0.097419,0.762750,0.118543,0.110794,0.075941,0.079623,0.244599,0.569914,0.582282,0.368866,0.174251,0.150678,0.239029,0.139236,0.103267,0.416790,0.183419,0.494320,0.433734,0.251308,0.131247,0.228940,0.158723,0.449640,0.050271,8.531861,1.744039,1.223111,0.701310,0.866488,0.660256
